,retweets,author,likes,text,twitter_name,location,verified,followers,friends,polarity,subjectivity,Time,Year,Month,Date,text_without_stopwords,corpus,hashtags
283,2,Safe Climate Campaign,0,Climate change is not only expected to affect the amount of available water but it will also impact the timing at which that water is delivered or naturally storedABaileyLocke WBUR Fight Global Warming Demand CleanerCars,safe_climate,"Washington, DC",False,1732,700,0.08,0.4399999999999999,14:10:08,2020,02,23,Climate change expected affect amount available water also impact timing water delivered naturally storedABaileyLocke WBUR Fight Global Warming Demand CleanerCars ,climate change expected affect amount available water also impact timing water delivered naturally storedabaileylocke wbur fight global warming demand cleanercars,"['water', 'climate', 'change', 'expected', 'affect', 'amount', 'available', 'impact', 'timing', 'delivered']"
285,0,P K Singh,0,Climate ChangeGlobal WarmingClimate Emergency Can Carbon rationing help fight climate change Finland has plans to be carbon neutral by 2035 City has already halved its carbon emission since 1990CityCap app funded by EU to tell you your carbon foot print,pksinghcit,"New Delhi, India",False,34,11,0.0,0.0,14:38:10,2020,02,22,Climate ChangeGlobal WarmingClimate Emergency Can Carbon rationing help fight climate change Finland plans carbon neutral 2035 City already halved carbon emission since 1990CityCap app funded EU tell carbon foot print ,climate changeglobal warmingclimate emergency carbon rationing help fight climate change finland plan carbon neutral city already halved carbon emission since citycap app funded eu tell carbon foot print,"['carbon', 'climate', 'changeglobal', 'warmingclimate', 'emergency', 'rationing', 'help', 'fight', 'change', 'finland']"
286,0,J Freeman ✝️🇺🇸🇮🇱❤️⚔️,0,The Global Warming Song globalwarming climatechange globalcooling global environment climate change funny via YouTube,MetaJonathan,Some austere location,False,3008,4261,0.0833333333333333,0.3333333333333333,19:29:01,2020,02,20,The Global Warming Song globalwarming climatechange globalcooling global environment climate change funny via YouTube ,global warming song globalwarming climatechange globalcooling global environment climate change funny via youtube,"['global', 'warming', 'song', 'globalwarming', 'climatechange', 'globalcooling', 'environment', 'climate', 'change', 'funny']"
287,0,Rhonda Moore,1,In 1994 Smol and his team started talking about climate warming well before it became an issue of global preoccupation We never thought we would see this much change in our lifetime queensu ottawaeggheads,R_mmoore,"mostly Ottawa, Ontario",False,950,1446,0.1,0.1,13:07:24,2020,02,20,In 1994 Smol team started talking climate warming well became issue global preoccupation We never thought would see much change lifetime queensu ottawaeggheads ,smol team started talking climate warming well became issue global preoccupation never thought would see much change lifetime queensu ottawaeggheads,"['smol', 'team', 'started', 'talking', 'climate', 'warming', 'well', 'became', 'issue', 'global']"
289,0,The Geology Shop,1,New into London Climate Change a Ladybird Expert Book The 3 authors including Prince Charles delve into the history challenges amp dangers of global warming and some potential solutions to reduce it It has some lovely illustrations BritGeoSurvey PenguinUKBooks Climate,geologyshop,"Keyworth, London, Edinburgh",False,1985,467,0.1590909090909091,0.5511363636363636,11:01:18,2020,02,20,New London Climate Change Ladybird Expert Book The 3 authors including Prince Charles delve history challenges amp dangers global warming potential solutions reduce It lovely illustrations BritGeoSurvey PenguinUKBooks Climate ,new london climate change ladybird expert book author including prince charles delve history challenge amp danger global warming potential solution reduce lovely illustration britgeosurvey penguinukbooks climate,"['climate', 'new', 'london', 'change', 'ladybird', 'expert', 'book', 'author', 'including', 'prince']"
290,0,Official Page of MonkeyViral.com,0,Climate change How 15C degrees of global warming could change the world now trending on Monkey Viral,monkey_viral,Globe & Beyond,False,3751,710,-0.025,0.0,23:55:12,2020,02,19,Climate change How 15C degrees global warming could change world trending Monkey Viral ,climate change c degree global warming could change world trending monkey viral,"['change', 'climate', 'c', 'degree', 'global', 'warming', 'world', 'trending', 'monkey', 'viral']"
291,0,Mockingbird101,1,CFigueres and tomcarnac believe that the Climate protests and youth Strikes seen around the world in recent months will eventually lead to the kind of fundamental change needed to limit global warming,IM_ebg,Paris. France,False,2150,2069,0.1999999999999999,0.3833333333333333,23:47:35,2020,02,19,CFigueres tomcarnac believe Climate protests youth Strikes seen around world recent months eventually lead kind fundamental change needed limit global warming ,cfigueres tomcarnac believe climate protest youth strike seen around world recent month eventually lead kind fundamental change needed limit global warming,"['cfigueres', 'tomcarnac', 'believe', 'climate', 'protest', 'youth', 'strike', 'seen', 'around', 'world']"
294,1,An American Patriot,1,Even foxnews is starting to report some of the TRUTH about Climate ChangePS Not canWILL If humans thanks to our shortsightedness amp greed dont do something about global warming it will cost us MUCH more than it would have to stop it,Newsericks,"Washington, DC & PA",False,3490,5000,0.175,0.2,00:25:00,2020,02,18,Even foxnews starting report TRUTH Climate ChangePS Not canWILL If humans thanks shortsightedness amp greed dont something global warming cost us MUCH would stop ,even foxnews starting report truth climate changeps canwill human thanks shortsightedness amp greed dont something global warming cost u much would stop,"['even', 'foxnews', 'starting', 'report', 'truth', 'climate', 'changeps', 'canwill', 'human', 'thanks']"
295,12,Global Pact for the Environment 🌍,16,Whats the difference between ClimateChange amp GlobalWarming Global warming refers to the longterm warming of the Climate change refers to the broader range of changes that are happening to our eg sea level rise due to the warming,PactEnvironment,Planet Earth,False,4266,2282,-0.0625,0.1875,16:31:46,2020,02,17,Whats difference ClimateChange amp GlobalWarming Global warming refers longterm warming Climate change refers broader range changes happening eg sea level rise due warming ,whats difference climatechange amp globalwarming global warming refers longterm warming climate change refers broader range change happening eg sea level rise due warming,"['warming', 'refers', 'change', 'whats', 'difference', 'climatechange', 'amp', 'globalwarming', 'global', 'longterm']"
296,0,The Quad Magazine,0,Really Just 12 years before the planet goes kaput due to climate change Read our profile of 10 anthropogenic global warming proponents and five skeptics and decide for yourself C02 climate,TheQuadMag,"Georgetown, KY",False,184,548,0.025,0.1916666666666666,15:30:02,2020,02,17,Really Just 12 years planet goes kaput due climate change Read profile 10 anthropogenic global warming proponents five skeptics decide C02 climate ,really year planet go kaput due climate change read profile anthropogenic global warming proponent five skeptic decide c climate,"['climate', 'really', 'year', 'planet', 'go', 'kaput', 'due', 'change', 'read', 'profile']"
297,0,Denis McAllister #Always_a_European,0,I think that this is total madness The shortage of snow is probably the result of global warming This is like trying to do extinguish a fire with a bucket of oilClimate Change CarbonFootprint,Denis_of_Lymm,"Lymm, Cheshire",False,338,441,0.0,0.375,10:19:25,2020,02,17,I think total madness The shortage snow probably result global warming This like trying extinguish fire bucket oilClimate Change CarbonFootprint ,think total madness shortage snow probably result global warming like trying extinguish fire bucket oilclimate change carbonfootprint,"['think', 'total', 'madness', 'shortage', 'snow', 'probably', 'result', 'global', 'warming', 'trying']"
298,0,STEⓋE BOZIC,0,vegan climate change global warming carbon protest dog cat car,STEVE_BOZIC,"ÜT: 43.863963,-79.749634",False,478,738,0.0,0.0,01:52:53,2020,02,17,vegan climate change global warming carbon protest dog cat car ,vegan climate change global warming carbon protest dog cat car,"['vegan', 'climate', 'change', 'global', 'warming', 'carbon', 'protest', 'dog', 'cat', 'car']"
299,0,EthicalRenewal,1,Climate Change Feedback Loop 5 WarGlobal warming will cause resource wars between nations wars which will damage environments and increase global warming The impacts of further warming may then cause further war adding to environmental damage and warming1725climate,EthicalRenewal,Universal,False,6779,6963,0.0,0.3333333333333333,18:01:49,2020,02,16,Climate Change Feedback Loop 5 WarGlobal warming cause resource wars nations wars damage environments increase global warming The impacts warming may cause war adding environmental damage warming1725climate ,climate change feedback loop warglobal warming cause resource war nation war damage environment increase global warming impact warming may cause war adding environmental damage warming climate,"['warming', 'war', 'climate', 'cause', 'damage', 'change', 'feedback', 'loop', 'warglobal', 'resource']"
300,0,EthicalRenewal,1,Climate Change Feedback Loop 2 MethaneMethane is nasty stuff Released by the melting permafrost it contributes powerfully to global warming so we warm quicker so more permafrost melts so more methane is releasedYou get the picture1325ClimateChange Climate,EthicalRenewal,Universal,False,6779,6963,0.12,0.52,18:01:47,2020,02,16,Climate Change Feedback Loop 2 MethaneMethane nasty stuff Released melting permafrost contributes powerfully global warming warm quicker permafrost melts methane releasedYou get picture1325ClimateChange Climate ,climate change feedback loop methanemethane nasty stuff released melting permafrost contributes powerfully global warming warm quicker permafrost melt methane releasedyou get picture climatechange climate,"['climate', 'permafrost', 'change', 'feedback', 'loop', 'methanemethane', 'nasty', 'stuff', 'released', 'melting']"
301,0,EthicalRenewal,0,CGTNOfficial Climate Change Feedback Loop 5 WarGlobal warming will cause resource wars between nations wars which will damage environments and increase global warming The impacts of further warming may then cause further war adding to environmental damage and warming1725climate,EthicalRenewal,Universal,False,6779,6963,0.0,0.3333333333333333,12:39:18,2020,02,15,CGTNOfficial Climate Change Feedback Loop 5 WarGlobal warming cause resource wars nations wars damage environments increase global warming The impacts warming may cause war adding environmental damage warming1725climate ,cgtnofficial climate change feedback loop warglobal warming cause resource war nation war damage environment increase global warming impact warming may cause war adding environmental damage warming climate,"['warming', 'war', 'climate', 'cause', 'damage', 'cgtnofficial', 'change', 'feedback', 'loop', 'warglobal']"
